rundate,span,airport_cluster,rpt_apt_grp_cd1,prt_apt_grp_name,rpt_apt_name,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,pc_change
25/10/2023 17:45,2022 - 2022,1,1,London Area Airports,GATWICK,34218668,35428548,38093878,40260068,43114888,45553837,46081327,46574786,10171867,6260072,32831088,424.452242722
25/10/2023 17:45,2022 - 2022,1,1,London Area Airports,HEATHROW,69983139,72331690,73371096,74953708,75671863,77987524,80100311,80886589,22109550,19392178,61596618,217.636409897
25/10/2023 17:45,2022 - 2022,1,1,London Area Airports,LONDON CITY,3016664,3379753,3647824,4319301,4538735,4530439,4820403,5122271,908105,720580,3009313,317.623719781
25/10/2023 17:45,2022 - 2022,1,1,London Area Airports,LUTON,9614175,9693487,10481501,12262581,14642282,15989225,16766552,18213901,5550401,4673656,13322236,185.049562912
25/10/2023 17:45,2022 - 2022,1,1,London Area Airports,SOUTHEND,616974,969912,1102260,900634,874411,1091616,1480139,2035535,401143,94367,89361,-5.304820541
25/10/2023 17:45,2022 - 2022,1,1,London Area Airports,STANSTED,17464792,17848871,19958047,22513443,24318395,25902618,27995121,28124292,7536869,7145802,23289652,225.920757390
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,ABERDEEN,3328533,3440177,3723411,3469328,2955325,3090272,3055995,2912743,994076,1075639,1959883,82.206390806
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,BARRA,11414,9410,10521,10658,12808,14913,14706,14599,6140,9954,13102,31.625477195
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,BELFAST CITY (GEORGE BEST),2246202,2541703,2555111,2692713,2665139,2559846,2510294,2455259,542523,812397,1655156,103.737335318
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,BELFAST INTERNATIONAL,4312441,4022469,4031685,4389861,5147399,5836735,6268953,6278374,1746951,2327139,4818214,107.044529785
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,BENBECULA,30849,30628,31190,32125,32439,33258,35404,34656,12713,20320,30230,48.769685039
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,BIGGIN HILL,0,326,497,644,627,1318,1674,2262,1845,2612,4002,53.215926493
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,BIRMINGHAM,8916209,9114226,9698488,10180059,11639399,12982180,12454642,12646456,2865845,2476584,9620727,288.467623145
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,BLACKPOOL,235191,262630,223998,33494,36269,23391,19321,15213,11412,0,9428,
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,BOURNEMOUTH,689755,659021,660374,705433,666219,693977,674972,803127,175907,200488,734344,266.278280994
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,BRISTOL,5916258,6125149,6333006,6781195,7604147,8233387,8696653,8959679,2192725,2085745,7945038,280.920870001
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,CAMBRIDGE,2130,9249,20663,5799,591,0,0,0,0,0,0,
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,CAMPBELTOWN,8689,9427,9331,8288,8472,8726,8472,7975,2108,2881,5812,101.735508504
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,CARDIFF WALES,1013386,1057073,1019545,1158383,1344273,1464180,1579204,1654920,219197,122729,857397,598.609945490
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,CITY OF DERRY (EGLINTON),398209,384973,350257,284482,290671,193981,185843,203777,80494,73024,163379,123.733293164
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,DONCASTER SHEFFIELD,693129,689761,724252,856592,1255592,1335590,1222295,1407862,338586,309326,959321,210.132675559
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,DUNDEE,54642,27560,22069,21942,37632,21327,21185,20917,8647,19658,36882,87.618272459
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,EAST MIDLANDS INTERNATIONAL,4067915,4327556,4506791,4446219,4651373,4877545,4873757,4674338,900832,828224,3186367,284.722852755
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,EDINBURGH,9194334,9775026,10158906,11113386,12347826,13409295,14291811,14733966,3473652,3023614,11248459,272.020337252
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,EXETER,694963,737919,766572,821165,847017,908260,931182,1021705,147921,126837,382198,201.330053533
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,GLASGOW,7150095,7358099,7708867,8709531,9343147,9894845,9652516,8843214,1944981,2071008,6516029,214.630798143
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,GLOUCESTERSHIRE,15245,14129,15141,12253,12329,1488,0,0,5,0,0,
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,HUMBERSIDE,233589,234641,237329,221190,201279,190490,191828,201818,45075,31503,92280,192.924483383
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,INVERNESS,601550,607236,611373,667560,782245,874486,892971,937728,239987,357141,699982,95.995979179
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,ISLAY,21230,25754,27412,28993,27973,32392,32508,34771,8693,12761,26148,104.905571664
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,ISLES OF SCILLY (ST.MARYS),97012,89170,90944,94718,95068,91852,92195,93927,41766,72291,86846,20.133903252
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,ISLES OF SCILLY (TRESCO),24175,0,0,0,0,0,0,0,0,0,0,
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,KIRKWALL,132235,149574,150877,149524,152727,164484,169683,161516,54638,75777,123055,62.390962957
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,LANDS END (ST JUST),31964,46299,44284,53704,64292,58834,63862,63847,34556,53105,63629,19.817343000
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,LEEDS BRADFORD,2968700,3314395,3263247,3445291,3611458,4074500,4037686,3992209,751048,734830,3287968,347.446075963
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,LERWICK (TINGWALL),5041,3784,3591,4175,4438,4139,3881,3309,1227,2300,2886,25.478260870
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,LIVERPOOL (JOHN LENNON),4458500,4185757,3984023,4295763,4776996,4896603,5042312,5043975,1337669,1165508,3490655,199.496442753
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,LYDD,445,670,1194,1134,509,865,284,39,0,31,0,-100.000000000
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,MANCHESTER,19654100,20680467,21950223,23094593,25598827,27773303,28254970,29367477,7029384,6082905,23340418,283.705121155
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,MANSTON (KENT INT),8262,40143,12385,0,0,0,0,0,0,0,0,
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,NEWCASTLE,4354648,4415262,4512976,4559841,4804958,5297952,5332238,5198952,1061146,1022540,4127035,303.606215894
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,NEWQUAY,166272,174632,219167,250278,370272,459924,456511,461469,67877,105479,244674,131.964656472
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,NORWICH,396646,463029,458931,459664,506007,528153,536578,530328,120258,127208,319040,150.801836362
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,OXFORD (KIDLINGTON),6551,6840,1194,166,383,90,100,0,514,556,120,-78.417266187
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,PENZANCE HELIPORT,61747,0,0,0,0,0,0,0,0,0,0,
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,PRESTWICK,1066917,1144568,912399,609589,671661,695669,680958,638975,90608,77807,444433,471.199249425
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,SCATSTA,304426,298308,279799,253526,162100,170847,174934,109480,35624,0,0,
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,SHOREHAM,480,732,452,490,165,0,0,0,0,0,0,
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,SOUTHAMPTON,1693350,1722443,1829575,1775638,1946938,2069605,1990930,1781308,296094,263131,631329,139.929540799
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,STORNOWAY,115860,119904,127237,124984,124338,132009,133375,129500,43093,60784,101121,66.361213477
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,SUMBURGH,148861,209747,262626,270126,249050,256393,245766,267420,113951,182320,246390,35.141509434
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,164826,159311,142274,140373,131487,128007,139549,147824,37141,72151,173006,139.783232388
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,TIREE,7317,8328,9026,9564,11210,12137,12285,11944,5221,8196,10982,33.992191313
25/10/2023 17:45,2022 - 2022,1,3,Other UK Airports,WICK JOHN O GROATS,24920,33091,27633,24152,20021,17672,16756,12892,1913,0,6935,
25/10/2023 17:45,2022 - 2022,2,4,Non UK Reporting Airports,ALDERNEY,64165,62855,61317,59843,57595,54760,53343,53155,28048,41279,50924,23.365391603
25/10/2023 17:45,2022 - 2022,2,4,Non UK Reporting Airports,GUERNSEY,862330,856731,860213,857775,839717,809215,804536,855396,184503,250462,653052,160.738954412
25/10/2023 17:45,2022 - 2022,2,4,Non UK Reporting Airports,ISLE OF MAN,695610,738522,728591,780857,790761,797374,836656,854676,162898,182371,551941,202.647350730
25/10/2023 17:45,2022 - 2022,2,4,Non UK Reporting Airports,JERSEY,1441671,1429378,1474613,1532492,1591976,1614221,1646423,1728973,420195,678067,1335974,97.026842480

