rundate,report_period,airport_cluster,rpt_apt_grp_cd,rpt_apt_grp_name,rpt_apt_name,grand_total,air_transport,air_taxi,positioning_flights,local_movements,test_and_training,other_flights,aero_club,private_flights,official,military,business_aviation
25/02/2026 16:31,2025,1,3,Other UK Airports,EAST MIDLANDS INTERNATIONAL,59874,43089,0,5785,0,584,3880,0,600,0,28,5908
25/02/2026 16:31,2025,1,3,Other UK Airports,EDINBURGH,124751,119986,342,1403,4,64,32,0,3236,4,22,0
25/02/2026 16:31,2025,1,3,Other UK Airports,EXETER,23639,6842,191,316,1897,1216,412,6695,4520,7,340,1394
25/02/2026 16:31,2025,1,3,Other UK Airports,FARNBOROUGH,31316,15250,6363,6941,0,0,4265,378,103,318,90,3971
25/02/2026 16:31,2025,1,3,Other UK Airports,GLASGOW,80008,70133,2365,1494,22,238,3531,3908,0,5,240,437
25/02/2026 16:31,2025,1,3,Other UK Airports,GLOUCESTERSHIRE,70704,563,563,571,339,22486,1323,33155,11181,4,333,749
25/02/2026 16:31,2025,1,3,Other UK Airports,HAWARDEN,32572,0,0,0,1256,469,675,21838,6402,4,650,1278
25/02/2026 16:31,2025,1,3,Other UK Airports,HUMBERSIDE,16908,4388,73,1468,0,7876,1989,0,692,0,223,272
25/02/2026 16:31,2025,1,3,Other UK Airports,INVERNESS,19173,10142,911,364,416,828,2047,3261,914,26,99,1076
25/02/2026 16:31,2025,1,3,Other UK Airports,ISLAY,2293,1268,104,66,0,40,402,12,209,0,22,274
25/02/2026 16:31,2025,1,3,Other UK Airports,ISLES OF SCILLY (ST.MARYS),9703,8440,64,118,168,30,0,0,759,184,4,0
25/02/2026 16:31,2025,1,3,Other UK Airports,KIRKWALL,11657,10115,164,276,82,208,721,18,210,2,0,25
25/02/2026 16:31,2025,1,3,Other UK Airports,LANDS END (ST JUST),9065,5758,553,321,6,1161,11,973,787,0,44,4
25/02/2026 16:31,2025,1,3,Other UK Airports,LEEDS BRADFORD,38370,33502,1382,1419,12,857,175,1,2351,2,51,0
25/02/2026 16:31,2025,1,3,Other UK Airports,LERWICK (TINGWALL),1061,766,64,178,1,11,45,0,60,0,0,0
25/02/2026 16:31,2025,1,3,Other UK Airports,LIVERPOOL (JOHN LENNON),53750,39327,924,668,0,266,0,0,3,8,419,13059
25/02/2026 16:31,2025,1,3,Other UK Airports,LYDD,29348,99,95,134,319,1458,0,12957,10528,3756,82,15
25/02/2026 16:31,2025,1,3,Other UK Airports,MANCHESTER,203256,194562,1,2753,36,199,59,0,0,0,6,5641
25/02/2026 16:31,2025,1,3,Other UK Airports,NEWCASTLE,48552,38605,4,574,12,503,0,0,6216,1848,495,299
25/02/2026 16:31,2025,1,3,Other UK Airports,NEWQUAY,20008,5079,104,922,9134,1738,338,0,1614,1,819,362
25/02/2026 16:31,2025,1,3,Other UK Airports,NORWICH,26493,13997,0,2993,1248,388,611,4244,2799,5,208,0
25/02/2026 16:31,2025,1,3,Other UK Airports,OXFORD (KIDLINGTON),63408,251,251,4530,29,45983,0,0,8896,0,58,3661
25/02/2026 16:31,2025,1,3,Other UK Airports,PRESTWICK,20547,4874,1,738,0,6427,0,3370,2355,6,2777,0
25/02/2026 16:31,2025,1,3,Other UK Airports,SHOREHAM,33610,240,240,99,816,438,22,22771,9036,5,176,7
25/02/2026 16:31,2025,1,3,Other UK Airports,SOUTHAMPTON,20092,15960,246,1488,0,44,315,5,0,0,36,2244
25/02/2026 16:31,2025,1,3,Other UK Airports,STORNOWAY,7720,5072,22,186,208,655,1121,0,304,0,76,98
25/02/2026 16:31,2025,1,3,Other UK Airports,SUMBURGH,16167,13971,1750,392,87,706,842,0,87,0,58,24
25/02/2026 16:31,2025,1,3,Other UK Airports,TEESSIDE INTERNATIONAL AIRPORT,20822,4169,52,173,0,1456,6706,7508,3,6,801,0
25/02/2026 16:31,2025,1,3,Other UK Airports,TIREE,1711,1432,5,21,5,18,114,2,114,0,0,5
25/02/2026 16:31,2025,1,3,Other UK Airports,WICK JOHN O GROATS,2394,712,118,27,125,73,232,8,695,5,114,403
25/02/2026 16:31,2025,2,4,Non UK Reporting Airports,ALDERNEY,7258,4029,73,64,726,354,5,563,1515,0,2,0
25/02/2026 16:31,2025,2,4,Non UK Reporting Airports,GUERNSEY,29972,17315,601,1759,1663,1333,188,2873,4199,1,21,620
25/02/2026 16:31,2025,2,4,Non UK Reporting Airports,ISLE OF MAN,16271,9859,957,414,0,336,7,1487,2416,759,78,915
25/02/2026 16:31,2025,2,4,Non UK Reporting Airports,JERSEY,30324,16387,21,458,2,1137,5871,5732,0,552,185,0

